"var.names","mean","2.5%","97.5%","Rhat","actual.val","p.yr","mu.v.yr","r","case","sp"
"sigma.psi.sp",0.521,0.431,0.619,1.002,0.5,"0.5","0","2","visits","ms"
"mu.psi.yr",-0.019,-0.1,0.064,1.075,0,"0.5","0","2","visits","ms"
"sigma.psi.yr",0.192,0.124,0.265,1.069,0.2,"0.5","0","2","visits","ms"
"mu.p",-0.377,-0.516,-0.199,1.419,-0.5,"0.5","0","2","visits","ms"
"sigma.p.sp",0.476,0.39,0.6,1.006,NA,"0.5","0","2","visits","ms"
"p.yr",0.407,0.27,0.55,1.202,0.5,"0.5","0","2","visits","ms"
"sigma.p.site",1.492,1.437,1.546,1.013,1.5,"0.5","0","2","visits","ms"
"per_chage_bci",-0.937270285533039,-4.82715274822249,3.14007443325864,NA,0,"0.5","0","2","visits","ms"
"mu.psi",0.02,-0.088,0.136,1.014,0,"1","-0.5","2","visits","ms"
"sigma.psi.sp",0.534,0.432,0.642,0.997,0.5,"1","-0.5","2","visits","ms"
"mu.psi.yr",-0.013,-0.089,0.059,1.036,0,"1","-0.5","2","visits","ms"
"sigma.psi.yr",0.195,0.13,0.259,1.021,0.2,"1","-0.5","2","visits","ms"
"mu.p",-0.439,-0.579,-0.312,1.109,-0.5,"1","-0.5","2","visits","ms"
"sigma.p.sp",0.409,0.327,0.49,0.998,NA,"1","-0.5","2","visits","ms"
"p.yr",1.072,0.959,1.203,1.012,1,"1","-0.5","2","visits","ms"
"sigma.p.site",1.529,1.472,1.588,1,1.5,"1","-0.5","2","visits","ms"
"per_chage_bci",-0.654436354363322,-4.2608381100297,2.9180082743549,NA,0,"1","-0.5","2","visits","ms"
"mu.psi",0.006,-0.127,0.135,1.085,0,"1","0","2","visits","ms"
"sigma.psi.sp",0.555,0.46,0.664,1,0.5,"1","0","2","visits","ms"
"mu.psi.yr",0.009,-0.073,0.089,1.037,0,"1","0","2","visits","ms"
"sigma.psi.yr",0.185,0.126,0.249,1.012,0.2,"1","0","2","visits","ms"
"mu.p",-0.593,-0.756,-0.439,1.434,-0.5,"1","0","2","visits","ms"
"sigma.p.sp",0.568,0.474,0.684,1.009,NA,"1","0","2","visits","ms"
"p.yr",0.987,0.857,1.136,1.139,1,"1","0","2","visits","ms"
"sigma.p.site",1.5,1.442,1.552,1.002,1.5,"1","0","2","visits","ms"
"per_chage_bci",0.486719760025511,-3.440146465425,4.51813344717594,NA,0,"1","0","2","visits","ms"
"mu.psi",-0.02,-0.168,0.096,1.249,0,"-0.5","-0.5","3","visits","ms"
"sigma.psi.sp",0.513,0.426,0.636,0.998,0.5,"-0.5","-0.5","3","visits","ms"
"mu.psi.yr",0.035,-0.059,0.115,1.082,0,"-0.5","-0.5","3","visits","ms"
"sigma.psi.yr",0.095,0.011,0.194,1.031,0.2,"-0.5","-0.5","3","visits","ms"
"mu.p",-0.589,-0.752,-0.455,1.025,-0.5,"-0.5","-0.5","3","visits","ms"
"sigma.p.sp",0.574,0.483,0.683,1.016,NA,"-0.5","-0.5","3","visits","ms"
"p.yr",-0.54,-0.665,-0.385,1.035,-0.5,"-0.5","-0.5","3","visits","ms"
"sigma.p.site",1.545,1.48,1.603,1.011,1.5,"-0.5","-0.5","3","visits","ms"
"per_chage_bci",1.76787503249188,-3.04285118798969,6.05016992131089,NA,0,"-0.5","-0.5","3","visits","ms"
"mu.psi",-0.034,-0.174,0.084,1.437,0,"-0.5","0","3","visits","ms"
"sigma.psi.sp",0.625,0.518,0.755,1.001,0.5,"-0.5","0","3","visits","ms"
"mu.psi.yr",-0.002,-0.097,0.091,1.045,0,"-0.5","0","3","visits","ms"
"sigma.psi.yr",0.229,0.157,0.317,1.013,0.2,"-0.5","0","3","visits","ms"
"mu.p",-0.471,-0.603,-0.301,1.235,-0.5,"-0.5","0","3","visits","ms"
"sigma.p.sp",0.405,0.329,0.503,1.005,NA,"-0.5","0","3","visits","ms"
"p.yr",-0.411,-0.555,-0.282,1.027,-0.5,"-0.5","0","3","visits","ms"
"sigma.p.site",1.521,1.46,1.576,0.997,1.5,"-0.5","0","3","visits","ms"
"per_chage_bci",-0.0955842185569616,-4.66027269712751,4.69909755223455,NA,0,"-0.5","0","3","visits","ms"
"mu.psi",-0.064,-0.17,0.036,1.047,0,"-1","-0.5","3","visits","ms"
"sigma.psi.sp",0.387,0.321,0.483,1.017,0.5,"-1","-0.5","3","visits","ms"
"mu.psi.yr",0.01,-0.1,0.113,1.04,0,"-1","-0.5","3","visits","ms"
"sigma.psi.yr",0.169,0.097,0.259,1.02,0.2,"-1","-0.5","3","visits","ms"
"mu.p",-0.487,-0.65,-0.357,1.024,-0.5,"-1","-0.5","3","visits","ms"
"sigma.p.sp",0.505,0.409,0.614,1.007,NA,"-1","-0.5","3","visits","ms"
"p.yr",-1.024,-1.148,-0.897,1.026,-1,"-1","-0.5","3","visits","ms"
"sigma.p.site",1.51,1.445,1.569,1.002,1.5,"-1","-0.5","3","visits","ms"
"per_chage_bci",0.514343400527613,-5.16773140101444,5.96454715690885,NA,0,"-1","-0.5","3","visits","ms"
"mu.psi",0.158,0.057,0.265,1.141,0,"-1","0","3","visits","ms"
"sigma.psi.sp",0.558,0.449,0.69,1.008,0.5,"-1","0","3","visits","ms"
"mu.psi.yr",0.022,-0.078,0.117,1.052,0,"-1","0","3","visits","ms"
"sigma.psi.yr",0.184,0.084,0.279,1.097,0.2,"-1","0","3","visits","ms"
"mu.p",-0.538,-0.663,-0.368,1.116,-0.5,"-1","0","3","visits","ms"
"sigma.p.sp",0.558,0.463,0.68,1.005,NA,"-1","0","3","visits","ms"
"p.yr",-1.073,-1.221,-0.952,1.095,-1,"-1","0","3","visits","ms"
"sigma.p.site",1.549,1.488,1.608,1.006,1.5,"-1","0","3","visits","ms"
"per_chage_bci",1.02592576544447,-3.59618760976134,5.34660367537552,NA,0,"-1","0","3","visits","ms"
"mu.psi",-0.075,-0.212,0.064,1.064,0,"0","-0.5","3","visits","ms"
"sigma.psi.sp",0.483,0.394,0.601,1.014,0.5,"0","-0.5","3","visits","ms"
"mu.psi.yr",-0.035,-0.125,0.055,1.025,0,"0","-0.5","3","visits","ms"
"sigma.psi.yr",0.178,0.095,0.278,1.047,0.2,"0","-0.5","3","visits","ms"
"mu.p",-0.457,-0.586,-0.354,1.022,-0.5,"0","-0.5","3","visits","ms"
"sigma.p.sp",0.493,0.411,0.597,0.995,NA,"0","-0.5","3","visits","ms"
"p.yr",0.062,-0.064,0.197,1.022,0,"0","-0.5","3","visits","ms"
"sigma.p.site",1.543,1.483,1.602,1.004,1.5,"0","-0.5","3","visits","ms"
"per_chage_bci",-1.81171356096044,-6.32204114438984,2.87831270832478,NA,0,"0","-0.5","3","visits","ms"
"mu.psi",-0.042,-0.192,0.093,1.004,0,"0","0","3","visits","ms"
"sigma.psi.sp",0.477,0.39,0.573,1.009,0.5,"0","0","3","visits","ms"
"mu.psi.yr",0.004,-0.069,0.072,1.036,0,"0","0","3","visits","ms"
"sigma.psi.yr",0.12,0.061,0.199,1.072,0.2,"0","0","3","visits","ms"
"mu.p",-0.647,-0.809,-0.468,1.137,-0.5,"0","0","3","visits","ms"
"sigma.p.sp",0.566,0.47,0.675,1.023,NA,"0","0","3","visits","ms"
"p.yr",0.029,-0.1,0.152,1.057,0,"0","0","3","visits","ms"
"sigma.p.site",1.549,1.499,1.603,0.997,1.5,"0","0","3","visits","ms"
"per_chage_bci",0.197483309882996,-3.46415020927194,3.73217349101268,NA,0,"0","0","3","visits","ms"
"mu.psi",-0.004,-0.112,0.121,1.291,0,"0.5","-0.5","3","visits","ms"
"sigma.psi.sp",0.392,0.319,0.481,1.008,0.5,"0.5","-0.5","3","visits","ms"
"mu.psi.yr",-0.033,-0.124,0.06,1.059,0,"0.5","-0.5","3","visits","ms"
"sigma.psi.yr",0.227,0.157,0.298,1.043,0.2,"0.5","-0.5","3","visits","ms"
"mu.p",-0.471,-0.588,-0.334,1.023,-0.5,"0.5","-0.5","3","visits","ms"
"sigma.p.sp",0.534,0.45,0.649,1.006,NA,"0.5","-0.5","3","visits","ms"
"p.yr",0.55,0.4,0.676,1.018,0.5,"0.5","-0.5","3","visits","ms"
"sigma.p.site",1.495,1.437,1.554,1.011,1.5,"0.5","-0.5","3","visits","ms"
"per_chage_bci",-1.6326460207923,-6.1565864109131,3.03553157382537,NA,0,"0.5","-0.5","3","visits","ms"
"mu.psi",-0.043,-0.172,0.077,1.342,0,"0.5","0","3","visits","ms"
"sigma.psi.sp",0.479,0.393,0.574,1.002,0.5,"0.5","0","3","visits","ms"
"mu.psi.yr",-0.025,-0.091,0.049,1.016,0,"0.5","0","3","visits","ms"
"sigma.psi.yr",0.16,0.102,0.228,1.066,0.2,"0.5","0","3","visits","ms"
"mu.p",-0.433,-0.572,-0.283,1.076,-0.5,"0.5","0","3","visits","ms"
"sigma.p.sp",0.536,0.449,0.641,1.001,NA,"0.5","0","3","visits","ms"
"p.yr",0.527,0.409,0.654,1.075,0.5,"0.5","0","3","visits","ms"
"sigma.p.site",1.462,1.393,1.52,1.003,1.5,"0.5","0","3","visits","ms"
"per_chage_bci",-1.25580911466471,-4.7003053900284,2.57233812629901,NA,0,"0.5","0","3","visits","ms"
"mu.psi",0.028,-0.1,0.128,1.117,0,"1","-0.5","3","visits","ms"
"sigma.psi.sp",0.445,0.373,0.531,0.998,0.5,"1","-0.5","3","visits","ms"
"mu.psi.yr",0.074,-0.01,0.153,1.059,0,"1","-0.5","3","visits","ms"
"sigma.psi.yr",0.157,0.083,0.241,1.038,0.2,"1","-0.5","3","visits","ms"
"mu.p",-0.552,-0.695,-0.413,1.466,-0.5,"1","-0.5","3","visits","ms"
"sigma.p.sp",0.523,0.432,0.62,1.001,NA,"1","-0.5","3","visits","ms"
"p.yr",0.968,0.839,1.117,1.042,1,"1","-0.5","3","visits","ms"
"sigma.p.site",1.527,1.47,1.594,0.999,1.5,"1","-0.5","3","visits","ms"
"per_chage_bci",3.67115750258601,-0.467076271780507,7.72099712963004,NA,0,"1","-0.5","3","visits","ms"
"mu.psi",0.036,-0.1,0.248,1.192,0,"1","0","3","visits","ms"
"sigma.psi.sp",0.586,0.485,0.714,0.996,0.5,"1","0","3","visits","ms"
"mu.psi.yr",-0.074,-0.15,0.001,1,0,"1","0","3","visits","ms"
"sigma.psi.yr",0.23,0.168,0.293,0.997,0.2,"1","0","3","visits","ms"
"mu.p",-0.565,-0.72,-0.399,1.059,-0.5,"1","0","3","visits","ms"
"sigma.p.sp",0.518,0.431,0.627,1.012,NA,"1","0","3","visits","ms"
"p.yr",1.091,0.961,1.223,1.035,1,"1","0","3","visits","ms"
"sigma.p.site",1.514,1.461,1.572,0.997,1.5,"1","0","3","visits","ms"
"per_chage_bci",-3.62469691465088,-7.22733458144205,0.0476116091032418,NA,0,"1","0","3","visits","ms"
"mu.psi",-0.041,-0.172,0.086,1.651,0,"-0.5","-0.5","4","visits","ms"
"sigma.psi.sp",0.483,0.391,0.596,1.011,0.5,"-0.5","-0.5","4","visits","ms"
"mu.psi.yr",0.016,-0.074,0.113,1.026,0,"-0.5","-0.5","4","visits","ms"
"sigma.psi.yr",0.192,0.105,0.282,1.058,0.2,"-0.5","-0.5","4","visits","ms"
"mu.p",-0.395,-0.541,-0.232,1.054,-0.5,"-0.5","-0.5","4","visits","ms"
"sigma.p.sp",0.481,0.398,0.579,1.012,NA,"-0.5","-0.5","4","visits","ms"
"p.yr",-0.544,-0.677,-0.407,1.022,-0.5,"-0.5","-0.5","4","visits","ms"
"sigma.p.site",1.479,1.419,1.54,0.995,1.5,"-0.5","-0.5","4","visits","ms"
"per_chage_bci",0.808286004205349,-3.67037232309383,5.62516328182063,NA,0,"-0.5","-0.5","4","visits","ms"
"mu.psi",0.056,-0.042,0.174,1.39,0,"-0.5","0","4","visits","ms"
"sigma.psi.sp",0.486,0.406,0.581,1.008,0.5,"-0.5","0","4","visits","ms"
"mu.psi.yr",0.006,-0.093,0.099,1.152,0,"-0.5","0","4","visits","ms"
"sigma.psi.yr",0.151,0.059,0.247,1.012,0.2,"-0.5","0","4","visits","ms"
"mu.p",-0.568,-0.773,-0.363,1.268,-0.5,"-0.5","0","4","visits","ms"
"sigma.p.sp",0.585,0.469,0.701,1.013,NA,"-0.5","0","4","visits","ms"
"p.yr",-0.497,-0.647,-0.364,1.225,-0.5,"-0.5","0","4","visits","ms"
"sigma.p.site",1.501,1.442,1.556,1.001,1.5,"-0.5","0","4","visits","ms"
"per_chage_bci",0.295558266615765,-4.53529374290631,4.77690865456108,NA,0,"-0.5","0","4","visits","ms"
"mu.psi",0.059,-0.095,0.232,1.452,0,"-1","-0.5","4","visits","ms"
"sigma.psi.sp",0.578,0.452,0.721,1.04,0.5,"-1","-0.5","4","visits","ms"
"mu.psi.yr",0.017,-0.096,0.126,1.002,0,"-1","-0.5","4","visits","ms"
"sigma.psi.yr",0.259,0.171,0.353,1.01,0.2,"-1","-0.5","4","visits","ms"
"mu.p",-0.451,-0.603,-0.305,1.214,-0.5,"-1","-0.5","4","visits","ms"
"sigma.p.sp",0.521,0.434,0.629,0.998,NA,"-1","-0.5","4","visits","ms"
"p.yr",-1.099,-1.241,-0.953,1.059,-1,"-1","-0.5","4","visits","ms"
"sigma.p.site",1.45,1.388,1.505,1.001,1.5,"-1","-0.5","4","visits","ms"
"per_chage_bci",0.788273085078354,-4.76730518413924,6.21537918426195,NA,0,"-1","-0.5","4","visits","ms"
"mu.psi",-0.103,-0.223,0.036,1.178,0,"-1","0","4","visits","ms"
"sigma.psi.sp",0.433,0.349,0.532,1.013,0.5,"-1","0","4","visits","ms"
"mu.psi.yr",-0.037,-0.119,0.048,1.074,0,"-1","0","4","visits","ms"
"sigma.psi.yr",0.196,0.118,0.282,1.002,0.2,"-1","0","4","visits","ms"
"mu.p",-0.369,-0.499,-0.248,1.041,-0.5,"-1","0","4","visits","ms"
"sigma.p.sp",0.541,0.456,0.659,1.008,NA,"-1","0","4","visits","ms"
"p.yr",-0.925,-1.076,-0.806,1.222,-1,"-1","0","4","visits","ms"
"sigma.p.site",1.487,1.431,1.546,1.023,1.5,"-1","0","4","visits","ms"
"per_chage_bci",-1.95514555611408,-6.30930378796214,2.58625509272532,NA,0,"-1","0","4","visits","ms"
"mu.psi",-0.068,-0.178,0.038,1.058,0,"0","-0.5","4","visits","ms"
"sigma.psi.sp",0.52,0.429,0.626,1,0.5,"0","-0.5","4","visits","ms"
"mu.psi.yr",0.005,-0.081,0.083,1.095,0,"0","-0.5","4","visits","ms"
"sigma.psi.yr",0.204,0.135,0.293,1.044,0.2,"0","-0.5","4","visits","ms"
"mu.p",-0.412,-0.574,-0.232,1.01,-0.5,"0","-0.5","4","visits","ms"
"sigma.p.sp",0.532,0.435,0.658,0.998,NA,"0","-0.5","4","visits","ms"
"p.yr",-0.003,-0.155,0.127,0.995,0,"0","-0.5","4","visits","ms"
"sigma.p.site",1.525,1.468,1.586,1.002,1.5,"0","-0.5","4","visits","ms"
"per_chage_bci",0.297804418805726,-4.10186381578912,4.22249245072687,NA,0,"0","-0.5","4","visits","ms"
"mu.psi",-0.028,-0.114,0.076,1.031,0,"0","0","4","visits","ms"
"sigma.psi.sp",0.458,0.379,0.547,1.008,0.5,"0","0","4","visits","ms"
"mu.psi.yr",-0.006,-0.09,0.096,1.02,0,"0","0","4","visits","ms"
"sigma.psi.yr",0.248,0.18,0.321,1.004,0.2,"0","0","4","visits","ms"
"mu.p",-0.395,-0.534,-0.268,1.082,-0.5,"0","0","4","visits","ms"
"sigma.p.sp",0.485,0.397,0.59,1.001,NA,"0","0","4","visits","ms"
"p.yr",-0.038,-0.16,0.097,1.146,0,"0","0","4","visits","ms"
"sigma.p.site",1.481,1.429,1.534,1.001,1.5,"0","0","4","visits","ms"
"per_chage_bci",-0.304635694271798,-4.48566148844441,4.89418451032981,NA,0,"0","0","4","visits","ms"
"mu.psi",0.006,-0.141,0.184,1.141,0,"0.5","-0.5","4","visits","ms"
"sigma.psi.sp",0.521,0.436,0.641,1.028,0.5,"0.5","-0.5","4","visits","ms"
"mu.psi.yr",-0.016,-0.092,0.056,1.073,0,"0.5","-0.5","4","visits","ms"
"sigma.psi.yr",0.175,0.113,0.247,1.001,0.2,"0.5","-0.5","4","visits","ms"
"mu.p",-0.519,-0.639,-0.368,1.053,-0.5,"0.5","-0.5","4","visits","ms"
"sigma.p.sp",0.532,0.44,0.644,1.013,NA,"0.5","-0.5","4","visits","ms"
"p.yr",0.507,0.368,0.652,1.069,0.5,"0.5","-0.5","4","visits","ms"
"sigma.p.site",1.478,1.42,1.535,1.001,1.5,"0.5","-0.5","4","visits","ms"
"per_chage_bci",-0.777183285860363,-4.54416773248385,2.71270352196346,NA,0,"0.5","-0.5","4","visits","ms"
"mu.psi",0.113,-0.008,0.233,1.348,0,"0.5","0","4","visits","ms"
"sigma.psi.sp",0.458,0.37,0.559,1.022,0.5,"0.5","0","4","visits","ms"
"mu.psi.yr",0.003,-0.071,0.068,1.017,0,"0.5","0","4","visits","ms"
"sigma.psi.yr",0.166,0.1,0.232,1.024,0.2,"0.5","0","4","visits","ms"
"mu.p",-0.394,-0.557,-0.229,1.595,-0.5,"0.5","0","4","visits","ms"
"sigma.p.sp",0.555,0.457,0.663,1,NA,"0.5","0","4","visits","ms"
"p.yr",0.348,0.239,0.462,1.122,0.5,"0.5","0","4","visits","ms"
"sigma.p.site",1.5,1.452,1.553,1,1.5,"0.5","0","4","visits","ms"
"per_chage_bci",0.137107575175426,-3.28116914551707,3.17210420588382,NA,0,"0.5","0","4","visits","ms"
"mu.psi",-0.057,-0.208,0.089,1.336,0,"1","-0.5","4","visits","ms"
"sigma.psi.sp",0.516,0.417,0.634,1.002,0.5,"1","-0.5","4","visits","ms"
"mu.psi.yr",-0.055,-0.137,0.017,1.084,0,"1","-0.5","4","visits","ms"
"sigma.psi.yr",0.176,0.12,0.242,1.058,0.2,"1","-0.5","4","visits","ms"
"mu.p",-0.428,-0.596,-0.287,1.215,-0.5,"1","-0.5","4","visits","ms"
"sigma.p.sp",0.532,0.443,0.647,0.996,NA,"1","-0.5","4","visits","ms"
"p.yr",1.063,0.916,1.183,1.035,1,"1","-0.5","4","visits","ms"
"sigma.p.site",1.499,1.442,1.558,1.031,1.5,"1","-0.5","4","visits","ms"
"per_chage_bci",-2.8033863966572,-6.9111340515502,0.907841747547707,NA,0,"1","-0.5","4","visits","ms"
"mu.psi",-0.071,-0.18,0.052,1.47,0,"1","0","4","visits","ms"
"sigma.psi.sp",0.522,0.437,0.629,1.004,0.5,"1","0","4","visits","ms"
"mu.psi.yr",-0.01,-0.089,0.067,1.025,0,"1","0","4","visits","ms"
"sigma.psi.yr",0.153,0.086,0.227,1.166,0.2,"1","0","4","visits","ms"
"mu.p",-0.559,-0.724,-0.354,1.055,-0.5,"1","0","4","visits","ms"
"sigma.p.sp",0.569,0.465,0.686,1.01,NA,"1","0","4","visits","ms"
"p.yr",1.043,0.914,1.156,1.034,1,"1","0","4","visits","ms"
"sigma.p.site",1.455,1.402,1.507,1.028,1.5,"1","0","4","visits","ms"
"per_chage_bci",-0.507469646334826,-4.4889801041745,3.50795989945278,NA,0,"1","0","4","visits","ms"
"mu.psi",0.009,-0.204,0.16,1.124,0,"-0.5","-0.5","5","visits","ms"
"sigma.psi.sp",0.536,0.444,0.661,1.027,0.5,"-0.5","-0.5","5","visits","ms"
"mu.psi.yr",-0.027,-0.141,0.083,1.059,0,"-0.5","-0.5","5","visits","ms"
"sigma.psi.yr",0.262,0.18,0.354,1.02,0.2,"-0.5","-0.5","5","visits","ms"
"mu.p",-0.53,-0.654,-0.399,1.242,-0.5,"-0.5","-0.5","5","visits","ms"
"sigma.p.sp",0.349,0.274,0.432,1.014,NA,"-0.5","-0.5","5","visits","ms"
"p.yr",-0.499,-0.61,-0.373,1.033,-0.5,"-0.5","-0.5","5","visits","ms"
"sigma.p.site",1.489,1.428,1.554,1.024,1.5,"-0.5","-0.5","5","visits","ms"
"per_chage_bci",-1.33535326389363,-6.85359479431877,4.19669883391906,NA,0,"-0.5","-0.5","5","visits","ms"
"mu.psi",0.1,-0.045,0.215,1.181,0,"-0.5","0","5","visits","ms"
"sigma.psi.sp",0.552,0.456,0.682,1.003,0.5,"-0.5","0","5","visits","ms"
"mu.psi.yr",-0.004,-0.102,0.081,1.027,0,"-0.5","0","5","visits","ms"
"sigma.psi.yr",0.189,0.111,0.273,1.009,0.2,"-0.5","0","5","visits","ms"
"mu.p",-0.42,-0.553,-0.252,1.036,-0.5,"-0.5","0","5","visits","ms"
"sigma.p.sp",0.474,0.392,0.576,0.997,NA,"-0.5","0","5","visits","ms"
"p.yr",-0.539,-0.681,-0.395,1.065,-0.5,"-0.5","0","5","visits","ms"
"sigma.p.site",1.491,1.441,1.547,1.01,1.5,"-0.5","0","5","visits","ms"
"per_chage_bci",-0.201965668411945,-4.79028806954263,3.82951186288109,NA,0,"-0.5","0","5","visits","ms"
"mu.psi",0.137,0.01,0.247,1.085,0,"-1","-0.5","5","visits","ms"
"sigma.psi.sp",0.474,0.384,0.58,1.008,0.5,"-1","-0.5","5","visits","ms"
"mu.psi.yr",0,-0.108,0.111,1.017,0,"-1","-0.5","5","visits","ms"
"sigma.psi.yr",0.244,0.156,0.35,1.004,0.2,"-1","-0.5","5","visits","ms"
"mu.p",-0.535,-0.662,-0.408,1.047,-0.5,"-1","-0.5","5","visits","ms"
"sigma.p.sp",0.556,0.466,0.666,1.012,NA,"-1","-0.5","5","visits","ms"
"p.yr",-0.872,-1.028,-0.747,1.016,-1,"-1","-0.5","5","visits","ms"
"sigma.p.site",1.445,1.392,1.512,1.019,1.5,"-1","-0.5","5","visits","ms"
"per_chage_bci",0.00418728700101944,-5.06483217493826,5.18372694180669,NA,0,"-1","-0.5","5","visits","ms"
"mu.psi",0.076,-0.034,0.207,1.144,0,"-1","0","5","visits","ms"
"sigma.psi.sp",0.458,0.379,0.553,1.014,0.5,"-1","0","5","visits","ms"
"mu.psi.yr",-0.039,-0.14,0.064,1.06,0,"-1","0","5","visits","ms"
"sigma.psi.yr",0.205,0.135,0.29,1.024,0.2,"-1","0","5","visits","ms"
"mu.p",-0.559,-0.708,-0.427,1.235,-0.5,"-1","0","5","visits","ms"
"sigma.p.sp",0.488,0.412,0.584,1.014,NA,"-1","0","5","visits","ms"
"p.yr",-0.943,-1.063,-0.796,1.144,-1,"-1","0","5","visits","ms"
"sigma.p.site",1.509,1.452,1.569,1.014,1.5,"-1","0","5","visits","ms"
"per_chage_bci",-1.87631167597264,-6.65442773326955,3.119619118674,NA,0,"-1","0","5","visits","ms"
"mu.psi",0.052,-0.034,0.154,1.069,0,"0","-0.5","5","visits","ms"
"sigma.psi.sp",0.419,0.344,0.533,1.024,0.5,"0","-0.5","5","visits","ms"
"mu.psi.yr",-0.05,-0.138,0.042,1.024,0,"0","-0.5","5","visits","ms"
"sigma.psi.yr",0.166,0.075,0.264,1.055,0.2,"0","-0.5","5","visits","ms"
"mu.p",-0.612,-0.751,-0.466,1.121,-0.5,"0","-0.5","5","visits","ms"
"sigma.p.sp",0.445,0.36,0.555,1.003,NA,"0","-0.5","5","visits","ms"
"p.yr",0.032,-0.105,0.162,1.013,0,"0","-0.5","5","visits","ms"
"sigma.p.site",1.469,1.414,1.533,1.006,1.5,"0","-0.5","5","visits","ms"
"per_chage_bci",-2.41015010013081,-6.66781672374371,2.09779021040777,NA,0,"0","-0.5","5","visits","ms"
"mu.psi",0.04,-0.09,0.165,1.086,0,"0","0","5","visits","ms"
"sigma.psi.sp",0.509,0.413,0.629,1.002,0.5,"0","0","5","visits","ms"
"mu.psi.yr",-0.014,-0.103,0.076,1.015,0,"0","0","5","visits","ms"
"sigma.psi.yr",0.236,0.172,0.31,1.03,0.2,"0","0","5","visits","ms"
"mu.p",-0.391,-0.502,-0.247,1.244,-0.5,"0","0","5","visits","ms"
"sigma.p.sp",0.554,0.46,0.677,1.007,NA,"0","0","5","visits","ms"
"p.yr",-0.025,-0.151,0.084,1.066,0,"0","0","5","visits","ms"
"sigma.p.site",1.521,1.465,1.572,1.002,1.5,"0","0","5","visits","ms"
"per_chage_bci",-0.681961540064631,-4.90145174108483,3.70587809042675,NA,0,"0","0","5","visits","ms"
"mu.psi",0.051,-0.072,0.187,1.049,0,"0.5","-0.5","5","visits","ms"
"sigma.psi.sp",0.531,0.428,0.655,0.999,0.5,"0.5","-0.5","5","visits","ms"
"mu.psi.yr",-0.007,-0.116,0.086,1.018,0,"0.5","-0.5","5","visits","ms"
"sigma.psi.yr",0.258,0.187,0.334,1.035,0.2,"0.5","-0.5","5","visits","ms"
"mu.p",-0.678,-0.807,-0.517,1.072,-0.5,"0.5","-0.5","5","visits","ms"
"sigma.p.sp",0.561,0.459,0.692,0.999,NA,"0.5","-0.5","5","visits","ms"
"p.yr",0.554,0.401,0.678,1.031,0.5,"0.5","-0.5","5","visits","ms"
"sigma.p.site",1.503,1.44,1.559,1.03,1.5,"0.5","-0.5","5","visits","ms"
"per_chage_bci",-0.346359587200029,-5.58242414066791,4.31823986769527,NA,0,"0.5","-0.5","5","visits","ms"
"mu.psi",-0.065,-0.156,0.028,1.03,0,"0.5","0","5","visits","ms"
"sigma.psi.sp",0.455,0.375,0.546,1.002,0.5,"0.5","0","5","visits","ms"
"mu.psi.yr",0.012,-0.062,0.094,1.17,0,"0.5","0","5","visits","ms"
"sigma.psi.yr",0.107,0.022,0.184,1.137,0.2,"0.5","0","5","visits","ms"
"mu.p",-0.472,-0.608,-0.322,1.068,-0.5,"0.5","0","5","visits","ms"
"sigma.p.sp",0.468,0.387,0.578,1.003,NA,"0.5","0","5","visits","ms"
"p.yr",0.415,0.288,0.553,1.009,0.5,"0.5","0","5","visits","ms"
"sigma.p.site",1.469,1.419,1.527,1.005,1.5,"0.5","0","5","visits","ms"
"per_chage_bci",0.654440801832323,-3.21841874172313,4.72110211973984,NA,0,"0.5","0","5","visits","ms"
"mu.psi",-0.017,-0.109,0.09,1.04,0,"1","-0.5","5","visits","ms"
"sigma.psi.sp",0.431,0.352,0.517,1.026,0.5,"1","-0.5","5","visits","ms"
"mu.psi.yr",-0.022,-0.105,0.059,1.043,0,"1","-0.5","5","visits","ms"
"sigma.psi.yr",0.14,0.018,0.218,1.28,0.2,"1","-0.5","5","visits","ms"
"mu.p",-0.674,-0.834,-0.526,1.106,-0.5,"1","-0.5","5","visits","ms"
"sigma.p.sp",0.525,0.433,0.65,0.998,NA,"1","-0.5","5","visits","ms"
"p.yr",1.186,1.041,1.31,1.105,1,"1","-0.5","5","visits","ms"
"sigma.p.site",1.557,1.502,1.618,1.001,1.5,"1","-0.5","5","visits","ms"
"per_chage_bci",-1.08522238246159,-5.20936799343982,2.99041768519838,NA,0,"1","-0.5","5","visits","ms"
"mu.psi",-0.038,-0.133,0.077,1.18,0,"1","0","5","visits","ms"
"sigma.psi.sp",0.485,0.399,0.592,0.999,0.5,"1","0","5","visits","ms"
"mu.psi.yr",0.021,-0.061,0.094,1.01,0,"1","0","5","visits","ms"
"sigma.psi.yr",0.201,0.14,0.268,1.013,0.2,"1","0","5","visits","ms"
"mu.p",-0.59,-0.764,-0.436,1.016,-0.5,"1","0","5","visits","ms"
"sigma.p.sp",0.498,0.41,0.599,0.999,NA,"1","0","5","visits","ms"
"p.yr",0.975,0.864,1.092,1.015,1,"1","0","5","visits","ms"
"sigma.p.site",1.49,1.435,1.544,1.005,1.5,"1","0","5","visits","ms"
"per_chage_bci",1.08533181695348,-3.04975847586603,4.77513794825246,NA,0,"1","0","5","visits","ms"
"mu.psi",0.031,-0.101,0.164,1.129,0,"-0.5","-0.5","6","visits","ms"
