"var.names","mean","2.5%","97.5%","Rhat","actual.val","mu.psi.yr","mu.v.yr","r","case","sp"
"mu.p",-0.386,-0.527,-0.265,1.137,-0.5,"-1","0","2","visits","ms"
"sigma.p.sp",0.426,0.354,0.521,1.001,NA,"-1","0","2","visits","ms"
"p.yr",-0.632,-0.765,-0.497,1.074,-0.5,"-1","0","2","visits","ms"
"sigma.p.site",1.514,1.451,1.573,0.999,1.5,"-1","0","2","visits","ms"
"per_chage_bci",-46.5519941849873,-50.4714968036658,-43.1440703152334,NA,-46.211715726001,"-1","0","2","visits","ms"
"mu.psi",-0.019,-0.154,0.127,1.214,0,"0","-0.5","2","visits","ms"
"sigma.psi.sp",0.547,0.45,0.679,1.002,0.5,"0","-0.5","2","visits","ms"
"mu.psi.yr",0.034,-0.092,0.156,1.005,0,"0","-0.5","2","visits","ms"
"sigma.psi.yr",0.294,0.213,0.396,0.999,0.2,"0","-0.5","2","visits","ms"
"mu.p",-0.654,-0.843,-0.483,1.268,-0.5,"0","-0.5","2","visits","ms"
"sigma.p.sp",0.572,0.488,0.679,1.009,NA,"0","-0.5","2","visits","ms"
"p.yr",-0.467,-0.602,-0.338,1.024,-0.5,"0","-0.5","2","visits","ms"
"sigma.p.site",1.513,1.462,1.576,1.006,1.5,"0","-0.5","2","visits","ms"
"per_chage_bci",1.74294649029143,-4.48550672722783,7.86189858593109,NA,0,"0","-0.5","2","visits","ms"
"mu.psi",0.016,-0.092,0.125,1.05,0,"0","0","2","visits","ms"
"sigma.psi.sp",0.452,0.359,0.56,1.009,0.5,"0","0","2","visits","ms"
"mu.psi.yr",-0.014,-0.107,0.072,1.029,0,"0","0","2","visits","ms"
"sigma.psi.yr",0.19,0.115,0.27,1.006,0.2,"0","0","2","visits","ms"
"mu.p",-0.576,-0.743,-0.409,1.125,-0.5,"0","0","2","visits","ms"
"sigma.p.sp",0.516,0.423,0.625,1.056,NA,"0","0","2","visits","ms"
"p.yr",-0.433,-0.546,-0.306,1.081,-0.5,"0","0","2","visits","ms"
"sigma.p.site",1.514,1.462,1.572,1.012,1.5,"0","0","2","visits","ms"
"per_chage_bci",-0.701166044142917,-5.35976498511361,3.52984592259828,NA,0,"0","0","2","visits","ms"
"mu.psi",0.042,-0.075,0.159,1.054,0,"0.5","-0.5","2","visits","ms"
"sigma.psi.sp",0.464,0.385,0.563,1.012,0.5,"0.5","-0.5","2","visits","ms"
"mu.psi.yr",0.473,0.383,0.583,1.022,0.5,"0.5","-0.5","2","visits","ms"
"sigma.psi.yr",0.175,0.078,0.287,1.028,0.2,"0.5","-0.5","2","visits","ms"
"mu.p",-0.554,-0.673,-0.419,1.016,-0.5,"0.5","-0.5","2","visits","ms"
"sigma.p.sp",0.438,0.361,0.532,1.017,NA,"0.5","-0.5","2","visits","ms"
"p.yr",-0.489,-0.602,-0.37,1.003,-0.5,"0.5","-0.5","2","visits","ms"
"sigma.p.site",1.494,1.443,1.547,0.996,1.5,"0.5","-0.5","2","visits","ms"
"per_chage_bci",22.6184820287958,17.3195752183869,28.1489825524225,NA,24.4918662403709,"0.5","-0.5","2","visits","ms"
"mu.psi",0.035,-0.059,0.141,1.506,0,"0.5","0","2","visits","ms"
"sigma.psi.sp",0.527,0.433,0.646,1.036,0.5,"0.5","0","2","visits","ms"
"mu.psi.yr",0.527,0.432,0.619,1.033,0.5,"0.5","0","2","visits","ms"
"sigma.psi.yr",0.234,0.122,0.326,1.066,0.2,"0.5","0","2","visits","ms"
"mu.p",-0.429,-0.541,-0.279,1.034,-0.5,"0.5","0","2","visits","ms"
"sigma.p.sp",0.465,0.384,0.57,0.998,NA,"0.5","0","2","visits","ms"
"p.yr",-0.601,-0.731,-0.489,1.072,-0.5,"0.5","0","2","visits","ms"
"sigma.p.site",1.483,1.431,1.541,0.998,1.5,"0.5","0","2","visits","ms"
"per_chage_bci",25.204102433671,20.5895413398327,30.2746084197808,NA,24.4918662403709,"0.5","0","2","visits","ms"
"mu.psi",0.061,-0.046,0.162,1.05,0,"1","-0.5","2","visits","ms"
"sigma.psi.sp",0.541,0.447,0.676,0.999,0.5,"1","-0.5","2","visits","ms"
"mu.psi.yr",0.96,0.857,1.06,1.002,1,"1","-0.5","2","visits","ms"
"sigma.psi.yr",0.157,0.035,0.258,1.04,0.2,"1","-0.5","2","visits","ms"
"mu.p",-0.447,-0.546,-0.338,1.031,-0.5,"1","-0.5","2","visits","ms"
"sigma.p.sp",0.432,0.352,0.534,0.999,NA,"1","-0.5","2","visits","ms"
"p.yr",-0.367,-0.505,-0.224,1.059,-0.5,"1","-0.5","2","visits","ms"
"sigma.p.site",1.485,1.434,1.541,1.002,1.5,"1","-0.5","2","visits","ms"
"per_chage_bci",42.685556859023,37.2643379761185,48.4843618520378,NA,46.211715726001,"1","-0.5","2","visits","ms"
"mu.psi",-0.004,-0.148,0.128,1.151,0,"1","0","2","visits","ms"
"sigma.psi.sp",0.578,0.481,0.702,1.005,0.5,"1","0","2","visits","ms"
"mu.psi.yr",0.933,0.852,1.02,1.085,1,"1","0","2","visits","ms"
"sigma.psi.yr",0.108,0.021,0.222,1.158,0.2,"1","0","2","visits","ms"
"mu.p",-0.553,-0.742,-0.406,1.076,-0.5,"1","0","2","visits","ms"
"sigma.p.sp",0.552,0.461,0.676,0.997,NA,"1","0","2","visits","ms"
"p.yr",-0.496,-0.607,-0.336,1.026,-0.5,"1","0","2","visits","ms"
"sigma.p.site",1.488,1.435,1.542,1.015,1.5,"1","0","2","visits","ms"
"per_chage_bci",43.6986641272665,38.4679624501532,49.5157062997465,NA,46.211715726001,"1","0","2","visits","ms"
"mu.psi",-0.002,-0.117,0.135,1.047,0,"-0.5","-0.5","3","visits","ms"
"sigma.psi.sp",0.532,0.434,0.653,1.005,0.5,"-0.5","-0.5","3","visits","ms"
"mu.psi.yr",-0.466,-0.569,-0.364,1.006,-0.5,"-0.5","-0.5","3","visits","ms"
"sigma.psi.yr",0.199,0.112,0.281,1.038,0.2,"-0.5","-0.5","3","visits","ms"
"mu.p",-0.582,-0.715,-0.428,1.059,-0.5,"-0.5","-0.5","3","visits","ms"
"sigma.p.sp",0.592,0.509,0.728,1.003,NA,"-0.5","-0.5","3","visits","ms"
"p.yr",-0.532,-0.674,-0.411,1.024,-0.5,"-0.5","-0.5","3","visits","ms"
"sigma.p.site",1.567,1.505,1.63,1.007,1.5,"-0.5","-0.5","3","visits","ms"
"per_chage_bci",-22.8552876735159,-27.5866095215422,-17.9503009137542,NA,-24.4918662403709,"-0.5","-0.5","3","visits","ms"
"mu.psi",-0.054,-0.165,0.076,1.085,0,"-0.5","0","3","visits","ms"
"sigma.psi.sp",0.613,0.503,0.756,1.004,0.5,"-0.5","0","3","visits","ms"
"mu.psi.yr",-0.538,-0.624,-0.451,1.005,-0.5,"-0.5","0","3","visits","ms"
"sigma.psi.yr",0.174,0.106,0.255,1.027,0.2,"-0.5","0","3","visits","ms"
"mu.p",-0.46,-0.583,-0.335,1.076,-0.5,"-0.5","0","3","visits","ms"
"sigma.p.sp",0.387,0.313,0.468,1.025,NA,"-0.5","0","3","visits","ms"
"p.yr",-0.39,-0.526,-0.248,1.13,-0.5,"-0.5","0","3","visits","ms"
"sigma.p.site",1.528,1.465,1.585,1.01,1.5,"-0.5","0","3","visits","ms"
"per_chage_bci",-26.7755102133633,-30.990055004402,-22.6760293822845,NA,-24.4918662403709,"-0.5","0","3","visits","ms"
"mu.psi",-0.062,-0.159,0.022,1.03,0,"-1","-0.5","3","visits","ms"
"sigma.psi.sp",0.392,0.318,0.478,1,0.5,"-1","-0.5","3","visits","ms"
"mu.psi.yr",-1.039,-1.129,-0.955,1.006,-1,"-1","-0.5","3","visits","ms"
"sigma.psi.yr",0.177,0.093,0.265,1.026,0.2,"-1","-0.5","3","visits","ms"
"mu.p",-0.447,-0.608,-0.281,1.009,-0.5,"-1","-0.5","3","visits","ms"
"sigma.p.sp",0.478,0.391,0.584,1.002,NA,"-1","-0.5","3","visits","ms"
"p.yr",-0.477,-0.62,-0.328,1.028,-0.5,"-1","-0.5","3","visits","ms"
"sigma.p.site",1.509,1.451,1.584,1.014,1.5,"-1","-0.5","3","visits","ms"
"per_chage_bci",-48.4719198561261,-51.9051521606867,-45.4197405917523,NA,-46.211715726001,"-1","-0.5","3","visits","ms"
"mu.psi",0.119,-0.029,0.311,1.323,0,"-1","0","3","visits","ms"
"sigma.psi.sp",0.556,0.46,0.674,0.998,0.5,"-1","0","3","visits","ms"
"mu.psi.yr",-0.963,-1.038,-0.885,0.999,-1,"-1","0","3","visits","ms"
"sigma.psi.yr",0.114,0.023,0.211,1.282,0.2,"-1","0","3","visits","ms"
"mu.p",-0.485,-0.604,-0.345,1.074,-0.5,"-1","0","3","visits","ms"
"sigma.p.sp",0.541,0.441,0.657,1.009,NA,"-1","0","3","visits","ms"
"p.yr",-0.548,-0.695,-0.424,1.014,-0.5,"-1","0","3","visits","ms"
"sigma.p.site",1.527,1.469,1.586,1.008,1.5,"-1","0","3","visits","ms"
"per_chage_bci",-43.1847163932603,-46.3183618713645,-39.4508459895511,NA,-46.211715726001,"-1","0","3","visits","ms"
"mu.psi",-0.084,-0.185,0.035,1.18,0,"0","-0.5","3","visits","ms"
"sigma.psi.sp",0.487,0.394,0.608,1.01,0.5,"0","-0.5","3","visits","ms"
"mu.psi.yr",-0.031,-0.127,0.058,1.057,0,"0","-0.5","3","visits","ms"
"sigma.psi.yr",0.204,0.128,0.298,0.999,0.2,"0","-0.5","3","visits","ms"
"mu.p",-0.473,-0.605,-0.311,1.05,-0.5,"0","-0.5","3","visits","ms"
"sigma.p.sp",0.499,0.407,0.615,1,NA,"0","-0.5","3","visits","ms"
"p.yr",-0.464,-0.603,-0.315,1.011,-0.5,"0","-0.5","3","visits","ms"
"sigma.p.site",1.537,1.477,1.597,1.006,1.5,"0","-0.5","3","visits","ms"
"per_chage_bci",-1.60307048260103,-6.48642415989946,3.06564633481597,NA,0,"0","-0.5","3","visits","ms"
"mu.psi",-0.059,-0.163,0.026,1.034,0,"0","0","3","visits","ms"
"sigma.psi.sp",0.466,0.375,0.553,1.005,0.5,"0","0","3","visits","ms"
"mu.psi.yr",-0.003,-0.083,0.084,1.072,0,"0","0","3","visits","ms"
"sigma.psi.yr",0.112,0.028,0.193,1.402,0.2,"0","0","3","visits","ms"
"mu.p",-0.66,-0.886,-0.488,1.176,-0.5,"0","0","3","visits","ms"
"sigma.p.sp",0.563,0.454,0.689,1.001,NA,"0","0","3","visits","ms"
"p.yr",-0.444,-0.583,-0.303,1.027,-0.5,"0","0","3","visits","ms"
"sigma.p.site",1.543,1.474,1.608,1.004,1.5,"0","0","3","visits","ms"
"per_chage_bci",-0.138093953805672,-4.18865802290454,4.3422240884037,NA,0,"0","0","3","visits","ms"
"mu.psi",-0.029,-0.156,0.084,1.167,0,"0.5","-0.5","3","visits","ms"
"sigma.psi.sp",0.413,0.336,0.503,1.002,0.5,"0.5","-0.5","3","visits","ms"
"mu.psi.yr",0.491,0.394,0.587,1.023,0.5,"0.5","-0.5","3","visits","ms"
"sigma.psi.yr",0.147,0.055,0.246,1.06,0.2,"0.5","-0.5","3","visits","ms"
"mu.p",-0.439,-0.582,-0.281,1.077,-0.5,"0.5","-0.5","3","visits","ms"
"sigma.p.sp",0.531,0.439,0.628,1.004,NA,"0.5","-0.5","3","visits","ms"
"p.yr",-0.497,-0.644,-0.363,1.031,-0.5,"0.5","-0.5","3","visits","ms"
"sigma.p.site",1.488,1.432,1.547,1.038,1.5,"0.5","-0.5","3","visits","ms"
"per_chage_bci",24.5133376074912,19.0582384545142,30.2568647888429,NA,24.4918662403709,"0.5","-0.5","3","visits","ms"
"mu.psi",-0.049,-0.198,0.077,1.254,0,"0.5","0","3","visits","ms"
"sigma.psi.sp",0.469,0.377,0.575,1.003,0.5,"0.5","0","3","visits","ms"
"mu.psi.yr",0.519,0.437,0.602,1.04,0.5,"0.5","0","3","visits","ms"
"sigma.psi.yr",0.129,0.047,0.208,1.11,0.2,"0.5","0","3","visits","ms"
"mu.p",-0.422,-0.601,-0.261,1.018,-0.5,"0.5","0","3","visits","ms"
"sigma.p.sp",0.553,0.461,0.685,0.999,NA,"0.5","0","3","visits","ms"
"p.yr",-0.514,-0.645,-0.42,1.015,-0.5,"0.5","0","3","visits","ms"
"sigma.p.site",1.474,1.422,1.524,0.996,1.5,"0.5","0","3","visits","ms"
"per_chage_bci",26.2053358391652,21.6263245621246,31.4952227091249,NA,24.4918662403709,"0.5","0","3","visits","ms"
"mu.psi",0.024,-0.099,0.156,1.099,0,"1","-0.5","3","visits","ms"
"sigma.psi.sp",0.481,0.393,0.586,1.006,0.5,"1","-0.5","3","visits","ms"
"mu.psi.yr",1.116,1.017,1.188,1.612,1,"1","-0.5","3","visits","ms"
"sigma.psi.yr",0.047,0.001,0.201,2.018,0.2,"1","-0.5","3","visits","ms"
"mu.p",-0.522,-0.648,-0.355,1.071,-0.5,"1","-0.5","3","visits","ms"
"sigma.p.sp",0.49,0.4,0.602,1.066,NA,"1","-0.5","3","visits","ms"
"p.yr",-0.548,-0.671,-0.427,1.035,-0.5,"1","-0.5","3","visits","ms"
"sigma.p.site",1.504,1.456,1.56,1.002,1.5,"1","-0.5","3","visits","ms"
"per_chage_bci",49.8069927937054,43.9831750788319,56.7619823938168,NA,46.211715726001,"1","-0.5","3","visits","ms"
"mu.psi",0.089,-0.044,0.232,1.059,0,"1","0","3","visits","ms"
"sigma.psi.sp",0.545,0.447,0.665,0.999,0.5,"1","0","3","visits","ms"
"mu.psi.yr",0.931,0.838,1.042,1.037,1,"1","0","3","visits","ms"
"sigma.psi.yr",0.228,0.143,0.325,1.012,0.2,"1","0","3","visits","ms"
"mu.p",-0.525,-0.687,-0.375,1.131,-0.5,"1","0","3","visits","ms"
"sigma.p.sp",0.525,0.433,0.622,1.014,NA,"1","0","3","visits","ms"
"p.yr",-0.42,-0.54,-0.28,1.065,-0.5,"1","0","3","visits","ms"
"sigma.p.site",1.504,1.45,1.562,0.998,1.5,"1","0","3","visits","ms"
"per_chage_bci",40.7582112099728,35.457549745886,47.3404066177125,NA,46.211715726001,"1","0","3","visits","ms"
"mu.psi",-0.042,-0.152,0.095,1.24,0,"-0.5","-0.5","4","visits","ms"
"sigma.psi.sp",0.481,0.392,0.591,1.002,0.5,"-0.5","-0.5","4","visits","ms"
"mu.psi.yr",-0.47,-0.563,-0.389,1.015,-0.5,"-0.5","-0.5","4","visits","ms"
"sigma.psi.yr",0.15,0.086,0.228,1.028,0.2,"-0.5","-0.5","4","visits","ms"
"mu.p",-0.438,-0.582,-0.299,1.03,-0.5,"-0.5","-0.5","4","visits","ms"
"sigma.p.sp",0.514,0.41,0.631,1.001,NA,"-0.5","-0.5","4","visits","ms"
"p.yr",-0.54,-0.675,-0.407,1.087,-0.5,"-0.5","-0.5","4","visits","ms"
"sigma.p.site",1.492,1.428,1.558,1.014,1.5,"-0.5","-0.5","4","visits","ms"
"per_chage_bci",-23.4200576814277,-27.7176067970895,-19.3938869610412,NA,-24.4918662403709,"-0.5","-0.5","4","visits","ms"
"mu.psi",0.022,-0.127,0.158,1.061,0,"-0.5","0","4","visits","ms"
"sigma.psi.sp",0.487,0.399,0.59,1.002,0.5,"-0.5","0","4","visits","ms"
"mu.psi.yr",-0.473,-0.558,-0.383,1.052,-0.5,"-0.5","0","4","visits","ms"
"sigma.psi.yr",0.129,0.028,0.207,1.045,0.2,"-0.5","0","4","visits","ms"
"mu.p",-0.564,-0.688,-0.439,1.038,-0.5,"-0.5","0","4","visits","ms"
"sigma.p.sp",0.563,0.464,0.675,0.999,NA,"-0.5","0","4","visits","ms"
"p.yr",-0.509,-0.656,-0.378,1.036,-0.5,"-0.5","0","4","visits","ms"
"sigma.p.site",1.505,1.445,1.562,1.006,1.5,"-0.5","0","4","visits","ms"
"per_chage_bci",-22.9977923243281,-26.7074160255301,-19.0612881303653,NA,-24.4918662403709,"-0.5","0","4","visits","ms"
"mu.psi",0.018,-0.127,0.146,1.03,0,"-1","-0.5","4","visits","ms"
"sigma.psi.sp",0.566,0.461,0.695,0.999,0.5,"-1","-0.5","4","visits","ms"
"mu.psi.yr",-1.006,-1.106,-0.894,1.004,-1,"-1","-0.5","4","visits","ms"
"sigma.psi.yr",0.184,0.094,0.295,1.038,0.2,"-1","-0.5","4","visits","ms"
"mu.p",-0.477,-0.628,-0.324,1.164,-0.5,"-1","-0.5","4","visits","ms"
"sigma.p.sp",0.512,0.413,0.603,0.995,NA,"-1","-0.5","4","visits","ms"
"p.yr",-0.592,-0.753,-0.437,1.023,-0.5,"-1","-0.5","4","visits","ms"
"sigma.p.site",1.469,1.405,1.537,0.998,1.5,"-1","-0.5","4","visits","ms"
"per_chage_bci",-46.1677357259513,-50.4599745423391,-41.4560716757534,NA,-46.211715726001,"-1","-0.5","4","visits","ms"
"mu.psi",-0.089,-0.189,0.035,1.28,0,"-1","0","4","visits","ms"
"sigma.psi.sp",0.441,0.348,0.539,1.004,0.5,"-1","0","4","visits","ms"
"mu.psi.yr",-0.976,-1.056,-0.897,1.004,-1,"-1","0","4","visits","ms"
"sigma.psi.yr",0.143,0.065,0.226,1.019,0.2,"-1","0","4","visits","ms"
"mu.p",-0.396,-0.595,-0.212,1.04,-0.5,"-1","0","4","visits","ms"
"sigma.p.sp",0.535,0.427,0.653,1.023,NA,"-1","0","4","visits","ms"
"p.yr",-0.45,-0.578,-0.313,1.027,-0.5,"-1","0","4","visits","ms"
"sigma.p.site",1.489,1.429,1.56,1.004,1.5,"-1","0","4","visits","ms"
"per_chage_bci",-46.3253171127104,-49.7960314898844,-43.0444399784734,NA,-46.211715726001,"-1","0","4","visits","ms"
"mu.psi",-0.062,-0.196,0.098,1.176,0,"0","-0.5","4","visits","ms"
"sigma.psi.sp",0.517,0.424,0.62,1.014,0.5,"0","-0.5","4","visits","ms"
"mu.psi.yr",0.023,-0.07,0.121,1.009,0,"0","-0.5","4","visits","ms"
"sigma.psi.yr",0.203,0.119,0.293,1.022,0.2,"0","-0.5","4","visits","ms"
"mu.p",-0.425,-0.58,-0.239,1.281,-0.5,"0","-0.5","4","visits","ms"
"sigma.p.sp",0.531,0.428,0.647,1.006,NA,"0","-0.5","4","visits","ms"
"p.yr",-0.5,-0.636,-0.349,1.031,-0.5,"0","-0.5","4","visits","ms"
"sigma.p.site",1.504,1.442,1.563,1.002,1.5,"0","-0.5","4","visits","ms"
"per_chage_bci",1.17723056380074,-3.55169225721609,6.55222448158808,NA,0,"0","-0.5","4","visits","ms"
"mu.psi",-0.012,-0.113,0.094,1.14,0,"0","0","4","visits","ms"
"sigma.psi.sp",0.464,0.372,0.571,1.008,0.5,"0","0","4","visits","ms"
"mu.psi.yr",0,-0.08,0.096,1.004,0,"0","0","4","visits","ms"
"sigma.psi.yr",0.264,0.197,0.345,1.037,0.2,"0","0","4","visits","ms"
"mu.p",-0.457,-0.585,-0.349,1.07,-0.5,"0","0","4","visits","ms"
"sigma.p.sp",0.495,0.414,0.617,1.001,NA,"0","0","4","visits","ms"
"p.yr",-0.522,-0.645,-0.391,1.037,-0.5,"0","0","4","visits","ms"
"sigma.p.site",1.485,1.43,1.545,1.01,1.5,"0","0","4","visits","ms"
"per_chage_bci",-0.00427379686843464,-3.97754023627532,4.89855737732359,NA,0,"0","0","4","visits","ms"
"mu.psi",0.005,-0.133,0.138,1.066,0,"0.5","-0.5","4","visits","ms"
"sigma.psi.sp",0.515,0.426,0.617,1.027,0.5,"0.5","-0.5","4","visits","ms"
"mu.psi.yr",0.459,0.369,0.556,1.113,0.5,"0.5","-0.5","4","visits","ms"
"sigma.psi.yr",0.112,0.012,0.22,1.076,0.2,"0.5","-0.5","4","visits","ms"
"mu.p",-0.545,-0.674,-0.325,1.181,-0.5,"0.5","-0.5","4","visits","ms"
"sigma.p.sp",0.559,0.46,0.677,1.016,NA,"0.5","-0.5","4","visits","ms"
"p.yr",-0.484,-0.616,-0.351,1.097,-0.5,"0.5","-0.5","4","visits","ms"
"sigma.p.site",1.467,1.411,1.522,1.007,1.5,"0.5","-0.5","4","visits","ms"
"per_chage_bci",22.4832534179821,17.5956976289548,27.6479456066056,NA,24.4918662403709,"0.5","-0.5","4","visits","ms"
"mu.psi",0.1,-0.01,0.211,1.042,0,"0.5","0","4","visits","ms"
"sigma.psi.sp",0.463,0.378,0.565,0.999,0.5,"0.5","0","4","visits","ms"
"mu.psi.yr",0.494,0.422,0.589,1.013,0.5,"0.5","0","4","visits","ms"
"sigma.psi.yr",0.134,0.046,0.227,1.059,0.2,"0.5","0","4","visits","ms"
"mu.p",-0.366,-0.512,-0.226,1.047,-0.5,"0.5","0","4","visits","ms"
"sigma.p.sp",0.52,0.436,0.626,1,NA,"0.5","0","4","visits","ms"
"p.yr",-0.624,-0.756,-0.497,1.085,-0.5,"0.5","0","4","visits","ms"
"sigma.p.site",1.518,1.471,1.568,1.003,1.5,"0.5","0","4","visits","ms"
"per_chage_bci",22.7624909523022,18.8317636238419,27.4297247420519,NA,24.4918662403709,"0.5","0","4","visits","ms"
"mu.psi",-0.049,-0.19,0.084,1.336,0,"1","-0.5","4","visits","ms"
"sigma.psi.sp",0.514,0.421,0.63,0.998,0.5,"1","-0.5","4","visits","ms"
"mu.psi.yr",0.93,0.811,1.034,1.147,1,"1","-0.5","4","visits","ms"
"sigma.psi.yr",0.169,0.072,0.244,1.042,0.2,"1","-0.5","4","visits","ms"
"mu.p",-0.419,-0.599,-0.277,1.082,-0.5,"1","-0.5","4","visits","ms"
"sigma.p.sp",0.548,0.455,0.67,1.001,NA,"1","-0.5","4","visits","ms"
"p.yr",-0.448,-0.582,-0.331,1.139,-0.5,"1","-0.5","4","visits","ms"
"sigma.p.site",1.487,1.441,1.539,0.999,1.5,"1","-0.5","4","visits","ms"
"per_chage_bci",45.0221708484779,37.5290367958255,52.3093693394289,NA,46.211715726001,"1","-0.5","4","visits","ms"
"mu.psi",-0.058,-0.169,0.042,1.062,0,"1","0","4","visits","ms"
"sigma.psi.sp",0.523,0.436,0.632,1.01,0.5,"1","0","4","visits","ms"
"mu.psi.yr",1.06,0.978,1.141,1.021,1,"1","0","4","visits","ms"
"sigma.psi.yr",0.149,0.05,0.254,1.048,0.2,"1","0","4","visits","ms"
"mu.p",-0.563,-0.724,-0.37,1.022,-0.5,"1","0","4","visits","ms"
"sigma.p.sp",0.514,0.422,0.627,1.002,NA,"1","0","4","visits","ms"
"p.yr",-0.499,-0.668,-0.364,1.035,-0.5,"1","0","4","visits","ms"
"sigma.p.site",1.486,1.437,1.538,1.001,1.5,"1","0","4","visits","ms"
"per_chage_bci",50.6439068429286,46.1142297326583,56.3127010814997,NA,46.211715726001,"1","0","4","visits","ms"
"mu.psi",0.009,-0.122,0.121,1.354,0,"-0.5","-0.5","5","visits","ms"
"sigma.psi.sp",0.53,0.439,0.645,1.001,0.5,"-0.5","-0.5","5","visits","ms"
"mu.psi.yr",-0.607,-0.71,-0.506,1.011,-0.5,"-0.5","-0.5","5","visits","ms"
"sigma.psi.yr",0.228,0.164,0.307,1.012,0.2,"-0.5","-0.5","5","visits","ms"
"mu.p",-0.551,-0.684,-0.43,1.023,-0.5,"-0.5","-0.5","5","visits","ms"
"sigma.p.sp",0.365,0.288,0.468,1.064,NA,"-0.5","-0.5","5","visits","ms"
"p.yr",-0.455,-0.608,-0.298,1.017,-0.5,"-0.5","-0.5","5","visits","ms"
"sigma.p.site",1.492,1.427,1.546,1.005,1.5,"-0.5","-0.5","5","visits","ms"
"per_chage_bci",-29.2950775725419,-33.6308992298952,-25.0129496015747,NA,-24.4918662403709,"-0.5","-0.5","5","visits","ms"
"mu.psi",0.097,-0.066,0.377,1.13,0,"-0.5","0","5","visits","ms"
"sigma.psi.sp",0.581,0.469,0.694,1.016,0.5,"-0.5","0","5","visits","ms"
"mu.psi.yr",-0.478,-0.577,-0.376,1.042,-0.5,"-0.5","0","5","visits","ms"
"sigma.psi.yr",0.178,0.096,0.259,1.03,0.2,"-0.5","0","5","visits","ms"
"mu.p",-0.431,-0.553,-0.27,1.005,-0.5,"-0.5","0","5","visits","ms"
"sigma.p.sp",0.493,0.414,0.603,1.011,NA,"-0.5","0","5","visits","ms"
"p.yr",-0.533,-0.669,-0.401,1.009,-0.5,"-0.5","0","5","visits","ms"
"sigma.p.site",1.499,1.445,1.555,1.008,1.5,"-0.5","0","5","visits","ms"
"per_chage_bci",-22.5391926116477,-26.999453497025,-18.0169060477543,NA,-24.4918662403709,"-0.5","0","5","visits","ms"
"mu.psi",0.109,-0.028,0.229,1.076,0,"-1","-0.5","5","visits","ms"
"sigma.psi.sp",0.481,0.394,0.575,0.998,0.5,"-1","-0.5","5","visits","ms"
"mu.psi.yr",-1.022,-1.111,-0.913,1.106,-1,"-1","-0.5","5","visits","ms"
"sigma.psi.yr",0.122,0.037,0.202,1.283,0.2,"-1","-0.5","5","visits","ms"
"mu.p",-0.518,-0.665,-0.393,1.134,-0.5,"-1","-0.5","5","visits","ms"
"sigma.p.sp",0.519,0.429,0.644,1.008,NA,"-1","-0.5","5","visits","ms"
"p.yr",-0.415,-0.554,-0.241,1.114,-0.5,"-1","-0.5","5","visits","ms"
"sigma.p.site",1.452,1.391,1.514,0.998,1.5,"-1","-0.5","5","visits","ms"
"per_chage_bci",-45.6582834750134,-48.9976107451836,-41.8114917438483,NA,-46.211715726001,"-1","-0.5","5","visits","ms"
"mu.psi",0.027,-0.095,0.176,1.328,0,"-1","0","5","visits","ms"
"sigma.psi.sp",0.465,0.379,0.559,1.011,0.5,"-1","0","5","visits","ms"
"mu.psi.yr",-0.989,-1.069,-0.908,1.101,-1,"-1","0","5","visits","ms"
"sigma.psi.yr",0.16,0.068,0.241,1.044,0.2,"-1","0","5","visits","ms"
"mu.p",-0.565,-0.773,-0.436,1.136,-0.5,"-1","0","5","visits","ms"
"sigma.p.sp",0.486,0.391,0.6,1.003,NA,"-1","0","5","visits","ms"
"p.yr",-0.515,-0.679,-0.385,1.106,-0.5,"-1","0","5","visits","ms"
"sigma.p.site",1.527,1.467,1.598,1.009,1.5,"-1","0","5","visits","ms"
"per_chage_bci",-45.4108906066318,-48.513349026279,-42.02818081539,NA,-46.211715726001,"-1","0","5","visits","ms"
"mu.psi",0.065,-0.064,0.198,1.032,0,"0","-0.5","5","visits","ms"
"sigma.psi.sp",0.429,0.343,0.534,1.039,0.5,"0","-0.5","5","visits","ms"
"mu.psi.yr",-0.048,-0.144,0.079,1.019,0,"0","-0.5","5","visits","ms"
"sigma.psi.yr",0.172,0.077,0.259,1.006,0.2,"0","-0.5","5","visits","ms"
"mu.p",-0.605,-0.758,-0.482,1.033,-0.5,"0","-0.5","5","visits","ms"
"sigma.p.sp",0.447,0.362,0.547,1.013,NA,"0","-0.5","5","visits","ms"
"p.yr",-0.482,-0.632,-0.352,1.042,-0.5,"0","-0.5","5","visits","ms"
"sigma.p.site",1.462,1.408,1.517,1.01,1.5,"0","-0.5","5","visits","ms"
"per_chage_bci",-2.27656312709173,-6.75758676990923,3.89956222645462,NA,0,"0","-0.5","5","visits","ms"
"mu.psi",0.017,-0.093,0.12,1.358,0,"0","0","5","visits","ms"
"sigma.psi.sp",0.5,0.408,0.608,1.049,0.5,"0","0","5","visits","ms"
"mu.psi.yr",-0.007,-0.101,0.083,1.006,0,"0","0","5","visits","ms"
"sigma.psi.yr",0.215,0.14,0.302,1.015,0.2,"0","0","5","visits","ms"
"mu.p",-0.464,-0.596,-0.322,1.012,-0.5,"0","0","5","visits","ms"
"sigma.p.sp",0.541,0.444,0.663,1.01,NA,"0","0","5","visits","ms"
"p.yr",-0.536,-0.674,-0.394,1.004,-0.5,"0","0","5","visits","ms"
