"var.names","mean","2.5%","97.5%","Rhat","actual.val","mu.psi.yr","mu.v.yr","r","case","sp"
"sigma.psi.sp",0.476,0.382,0.583,1.013,0.5,"-1","-0.5","3","all","ms"
"mu.psi.yr",-0.886,-1.014,-0.77,1.018,-1,"-1","-0.5","3","all","ms"
"sigma.psi.yr",0.232,0.13,0.367,1.036,0.2,"-1","-0.5","3","all","ms"
"mu.p",-2.165,-2.273,-2.045,1.144,-0.5,"-1","-0.5","3","all","ms"
"sigma.p.sp",0.292,0.228,0.363,1.014,NA,"-1","-0.5","3","all","ms"
"p.yr",-1,-1.129,-0.877,1.076,-0.5,"-1","-0.5","3","all","ms"
"sigma.p.site",1.551,1.497,1.603,0.998,1.5,"-1","-0.5","3","all","ms"
"per_chage_bci",-36.2635622518818,-40.685899654822,-31.2304412057353,NA,-46.211715726001,"-1","-0.5","3","all","ms"
"mu.psi",0.684,0.556,0.881,1.168,0,"-1","0","3","all","ms"
"sigma.psi.sp",0.658,0.531,0.805,1.02,0.5,"-1","0","3","all","ms"
"mu.psi.yr",-1.171,-1.264,-1.086,1.102,-1,"-1","0","3","all","ms"
"sigma.psi.yr",0.099,0.017,0.208,1.373,0.2,"-1","0","3","all","ms"
"mu.p",-2.217,-2.321,-2.086,1.514,-0.5,"-1","0","3","all","ms"
"sigma.p.sp",0.318,0.263,0.384,1.003,NA,"-1","0","3","all","ms"
"p.yr",-0.316,-0.442,-0.213,1.177,-0.5,"-1","0","3","all","ms"
"sigma.p.site",1.466,1.415,1.523,1.009,1.5,"-1","0","3","all","ms"
"per_chage_bci",-42.7042808574048,-46.3664029074445,-39.2890186820017,NA,-46.211715726001,"-1","0","3","all","ms"
"mu.psi",0.358,0.217,0.523,1.39,0,"0","-0.5","3","all","ms"
"sigma.psi.sp",0.594,0.477,0.728,1.023,0.5,"0","-0.5","3","all","ms"
"mu.psi.yr",0.307,0.17,0.465,1.241,0,"0","-0.5","3","all","ms"
"sigma.psi.yr",0.318,0.193,0.443,1.079,0.2,"0","-0.5","3","all","ms"
"mu.p",-2.149,-2.255,-2.041,1.054,-0.5,"0","-0.5","3","all","ms"
"sigma.p.sp",0.305,0.249,0.37,0.999,NA,"0","-0.5","3","all","ms"
"p.yr",-0.961,-1.075,-0.834,1.04,-0.5,"0","-0.5","3","all","ms"
"sigma.p.site",1.58,1.524,1.64,0.996,1.5,"0","-0.5","3","all","ms"
"per_chage_bci",12.2017403981114,6.75675972238099,18.9751300454724,NA,0,"0","-0.5","3","all","ms"
"mu.psi",0.426,0.279,0.561,1.152,0,"0","0","3","all","ms"
"sigma.psi.sp",0.551,0.455,0.672,1.006,0.5,"0","0","3","all","ms"
"mu.psi.yr",-0.011,-0.119,0.095,1.025,0,"0","0","3","all","ms"
"sigma.psi.yr",0.165,0.036,0.283,1.113,0.2,"0","0","3","all","ms"
"mu.p",-2.232,-2.345,-2.133,1.233,-0.5,"0","0","3","all","ms"
"sigma.p.sp",0.36,0.291,0.441,1.011,NA,"0","0","3","all","ms"
"p.yr",-0.27,-0.381,-0.144,1.017,-0.5,"0","0","3","all","ms"
"sigma.p.site",1.539,1.485,1.589,0.999,1.5,"0","0","3","all","ms"
"per_chage_bci",-0.438702862035159,-4.67891275326485,3.70409214337805,NA,0,"0","0","3","all","ms"
"mu.psi",0.495,0.343,0.634,1.601,0,"0.5","-0.5","3","all","ms"
"sigma.psi.sp",0.5,0.396,0.63,0.998,0.5,"0.5","-0.5","3","all","ms"
"mu.psi.yr",0.852,0.71,0.988,1.087,0.5,"0.5","-0.5","3","all","ms"
"sigma.psi.yr",0.138,0.007,0.301,2.754,0.2,"0.5","-0.5","3","all","ms"
"mu.p",-2.209,-2.347,-2.095,1.23,-0.5,"0.5","-0.5","3","all","ms"
"sigma.p.sp",0.325,0.271,0.396,1.016,NA,"0.5","-0.5","3","all","ms"
"p.yr",-0.807,-0.932,-0.665,1.268,-0.5,"0.5","-0.5","3","all","ms"
"sigma.p.site",1.575,1.522,1.625,1.007,1.5,"0.5","-0.5","3","all","ms"
"per_chage_bci",27.7557763023151,23.015544222301,33.4273735807467,NA,24.4918662403709,"0.5","-0.5","3","all","ms"
"mu.psi",0.447,0.318,0.587,1.277,0,"0.5","0","3","all","ms"
"sigma.psi.sp",0.569,0.469,0.682,1.015,0.5,"0.5","0","3","all","ms"
"mu.psi.yr",0.658,0.547,0.768,1.006,0.5,"0.5","0","3","all","ms"
"sigma.psi.yr",0.18,0.03,0.309,1.213,0.2,"0.5","0","3","all","ms"
"mu.p",-2.2,-2.311,-2.099,1.014,-0.5,"0.5","0","3","all","ms"
"sigma.p.sp",0.355,0.29,0.419,0.999,NA,"0.5","0","3","all","ms"
"p.yr",-0.269,-0.408,-0.158,1.037,-0.5,"0.5","0","3","all","ms"
"sigma.p.site",1.525,1.478,1.574,1.005,1.5,"0.5","0","3","all","ms"
"per_chage_bci",23.1707207969135,18.7966351996472,28.0719090715894,NA,24.4918662403709,"0.5","0","3","all","ms"
"mu.psi",0.567,0.399,0.752,1.196,0,"1","-0.5","3","all","ms"
"sigma.psi.sp",0.571,0.445,0.706,1.008,0.5,"1","-0.5","3","all","ms"
"mu.psi.yr",1.959,1.753,2.284,1.066,1,"1","-0.5","3","all","ms"
"sigma.psi.yr",0.189,0.016,0.541,1.276,0.2,"1","-0.5","3","all","ms"
"mu.p",-2.22,-2.348,-2.121,1.068,-0.5,"1","-0.5","3","all","ms"
"sigma.p.sp",0.331,0.269,0.405,0.998,NA,"1","-0.5","3","all","ms"
"p.yr",-0.87,-0.984,-0.752,1.02,-0.5,"1","-0.5","3","all","ms"
"sigma.p.site",1.579,1.525,1.632,0.999,1.5,"1","-0.5","3","all","ms"
"per_chage_bci",45.2332298936245,36.8675091247335,53.5950590157307,NA,46.211715726001,"1","-0.5","3","all","ms"
"mu.psi",0.545,0.378,0.674,1.547,0,"1","0","3","all","ms"
"sigma.psi.sp",0.673,0.535,0.832,1.015,0.5,"1","0","3","all","ms"
"mu.psi.yr",1.191,1.033,1.336,1.017,1,"1","0","3","all","ms"
"sigma.psi.yr",0.353,0.224,0.498,1.003,0.2,"1","0","3","all","ms"
"mu.p",-2.164,-2.293,-2.052,1.163,-0.5,"1","0","3","all","ms"
"sigma.p.sp",0.345,0.282,0.414,1.004,NA,"1","0","3","all","ms"
"p.yr",-0.274,-0.387,-0.168,1.045,-0.5,"1","0","3","all","ms"
"sigma.p.site",1.539,1.492,1.592,1.01,1.5,"1","0","3","all","ms"
"per_chage_bci",34.360731466962,29.0828431201155,41.3190957670445,NA,46.211715726001,"1","0","3","all","ms"
"mu.psi",0.419,0.284,0.528,1.155,0,"-0.5","-0.5","4","all","ms"
"sigma.psi.sp",0.624,0.502,0.761,1,0.5,"-0.5","-0.5","4","all","ms"
"mu.psi.yr",-0.171,-0.287,-0.049,1.034,-0.5,"-0.5","-0.5","4","all","ms"
"sigma.psi.yr",0.228,0.105,0.35,1.081,0.2,"-0.5","-0.5","4","all","ms"
"mu.p",-2.087,-2.195,-1.966,1.232,-0.5,"-0.5","-0.5","4","all","ms"
"sigma.p.sp",0.316,0.253,0.393,1.008,NA,"-0.5","-0.5","4","all","ms"
"p.yr",-1.076,-1.201,-0.958,1.014,-0.5,"-0.5","-0.5","4","all","ms"
"sigma.p.site",1.508,1.455,1.562,1.01,1.5,"-0.5","-0.5","4","all","ms"
"per_chage_bci",-6.90753776714648,-11.4849076760127,-1.93350973616191,NA,-24.4918662403709,"-0.5","-0.5","4","all","ms"
"mu.psi",0.497,0.366,0.61,1.358,0,"-0.5","0","4","all","ms"
"sigma.psi.sp",0.555,0.456,0.673,1.005,0.5,"-0.5","0","4","all","ms"
"mu.psi.yr",-0.53,-0.623,-0.434,1.048,-0.5,"-0.5","0","4","all","ms"
"sigma.psi.yr",0.155,0.057,0.244,1.014,0.2,"-0.5","0","4","all","ms"
"mu.p",-2.189,-2.303,-2.078,1.019,-0.5,"-0.5","0","4","all","ms"
"sigma.p.sp",0.365,0.301,0.443,1.02,NA,"-0.5","0","4","all","ms"
"p.yr",-0.402,-0.516,-0.296,1.043,-0.5,"-0.5","0","4","all","ms"
"sigma.p.site",1.526,1.479,1.581,1.019,1.5,"-0.5","0","4","all","ms"
"per_chage_bci",-20.9054880324564,-24.3647035129369,-17.3996226658631,NA,-24.4918662403709,"-0.5","0","4","all","ms"
"mu.psi",0.545,0.395,0.753,1.916,0,"-1","-0.5","4","all","ms"
"sigma.psi.sp",0.685,0.569,0.851,1.041,0.5,"-1","-0.5","4","all","ms"
"mu.psi.yr",-0.892,-1.008,-0.749,1.037,-1,"-1","-0.5","4","all","ms"
"sigma.psi.yr",0.213,0.114,0.338,1.159,0.2,"-1","-0.5","4","all","ms"
"mu.p",-2.12,-2.219,-2.008,1.126,-0.5,"-1","-0.5","4","all","ms"
"sigma.p.sp",0.304,0.24,0.376,1.014,NA,"-1","-0.5","4","all","ms"
"p.yr",-1.104,-1.227,-0.98,1.012,-0.5,"-1","-0.5","4","all","ms"
"sigma.p.site",1.484,1.428,1.536,1.016,1.5,"-1","-0.5","4","all","ms"
"per_chage_bci",-34.5446890890253,-39.0659939775134,-28.5226284545474,NA,-46.211715726001,"-1","-0.5","4","all","ms"
"mu.psi",0.356,0.229,0.494,1.265,0,"-1","0","4","all","ms"
"sigma.psi.sp",0.512,0.413,0.641,1.003,0.5,"-1","0","4","all","ms"
"mu.psi.yr",-1.066,-1.158,-0.974,1.039,-1,"-1","0","4","all","ms"
"sigma.psi.yr",0.163,0.066,0.267,1.003,0.2,"-1","0","4","all","ms"
"mu.p",-2.056,-2.165,-1.943,1.017,-0.5,"-1","0","4","all","ms"
"sigma.p.sp",0.334,0.272,0.411,1.001,NA,"-1","0","4","all","ms"
"p.yr",-0.407,-0.518,-0.293,1.008,-0.5,"-1","0","4","all","ms"
"sigma.p.site",1.446,1.403,1.496,1.002,1.5,"-1","0","4","all","ms"
"per_chage_bci",-43.9018846061657,-47.3129166902368,-40.8945001592303,NA,-46.211715726001,"-1","0","4","all","ms"
"mu.psi",0.397,0.282,0.555,1.182,0,"0","-0.5","4","all","ms"
"sigma.psi.sp",0.639,0.523,0.779,1.007,0.5,"0","-0.5","4","all","ms"
"mu.psi.yr",0.395,0.264,0.54,1.039,0,"0","-0.5","4","all","ms"
"sigma.psi.yr",0.323,0.212,0.463,1.203,0.2,"0","-0.5","4","all","ms"
"mu.p",-2.086,-2.214,-1.972,1.092,-0.5,"0","-0.5","4","all","ms"
"sigma.p.sp",0.347,0.28,0.425,1.006,NA,"0","-0.5","4","all","ms"
"p.yr",-0.973,-1.083,-0.86,1.075,-0.5,"0","-0.5","4","all","ms"
"sigma.p.site",1.552,1.497,1.601,1.041,1.5,"0","-0.5","4","all","ms"
"per_chage_bci",15.0630667993118,9.85290030828887,20.6591339511672,NA,0,"0","-0.5","4","all","ms"
"mu.psi",0.431,0.312,0.579,1.04,0,"0","0","4","all","ms"
"sigma.psi.sp",0.535,0.447,0.646,1.006,0.5,"0","0","4","all","ms"
"mu.psi.yr",0.058,-0.061,0.162,1.01,0,"0","0","4","all","ms"
"sigma.psi.yr",0.336,0.25,0.444,1.011,0.2,"0","0","4","all","ms"
"mu.p",-1.994,-2.132,-1.859,1.154,-0.5,"0","0","4","all","ms"
"sigma.p.sp",0.326,0.269,0.405,1.004,NA,"0","0","4","all","ms"
"p.yr",-0.458,-0.574,-0.346,1.069,-0.5,"0","0","4","all","ms"
"sigma.p.site",1.48,1.433,1.526,1.002,1.5,"0","0","4","all","ms"
"per_chage_bci",2.26611876552845,-2.47429820602153,6.30486041185074,NA,0,"0","0","4","all","ms"
"mu.psi",0.462,0.301,0.617,1.238,0,"0.5","-0.5","4","all","ms"
"sigma.psi.sp",0.608,0.494,0.74,0.997,0.5,"0.5","-0.5","4","all","ms"
"mu.psi.yr",1.035,0.838,1.264,1.015,0.5,"0.5","-0.5","4","all","ms"
"sigma.psi.yr",0.349,0.218,0.526,1.031,0.2,"0.5","-0.5","4","all","ms"
"mu.p",-2.24,-2.367,-2.119,1.326,-0.5,"0.5","-0.5","4","all","ms"
"sigma.p.sp",0.383,0.315,0.457,1.038,NA,"0.5","-0.5","4","all","ms"
"p.yr",-0.883,-0.999,-0.776,1.03,-0.5,"0.5","-0.5","4","all","ms"
"sigma.p.site",1.567,1.519,1.615,1.011,1.5,"0.5","-0.5","4","all","ms"
"per_chage_bci",33.1734125477529,26.5632137723566,40.131435552037,NA,24.4918662403709,"0.5","-0.5","4","all","ms"
"mu.psi",0.572,0.457,0.699,1.215,0,"0.5","0","4","all","ms"
"sigma.psi.sp",0.563,0.464,0.684,1.001,0.5,"0.5","0","4","all","ms"
"mu.psi.yr",0.634,0.499,0.751,1.037,0.5,"0.5","0","4","all","ms"
"sigma.psi.yr",0.198,0.023,0.33,1.181,0.2,"0.5","0","4","all","ms"
"mu.p",-2.044,-2.152,-1.914,1.095,-0.5,"0.5","0","4","all","ms"
"sigma.p.sp",0.345,0.283,0.41,1.002,NA,"0.5","0","4","all","ms"
"p.yr",-0.487,-0.605,-0.383,1.1,-0.5,"0.5","0","4","all","ms"
"sigma.p.site",1.553,1.504,1.605,1.013,1.5,"0.5","0","4","all","ms"
"per_chage_bci",20.3942851368896,16.5670057590552,24.2021303292749,NA,24.4918662403709,"0.5","0","4","all","ms"
"mu.psi",0.463,0.337,0.674,1.845,0,"1","-0.5","4","all","ms"
"sigma.psi.sp",0.613,0.495,0.764,0.998,0.5,"1","-0.5","4","all","ms"
"mu.psi.yr",1.531,1.322,1.748,1.025,1,"1","-0.5","4","all","ms"
"sigma.psi.yr",0.402,0.236,0.581,1.023,0.2,"1","-0.5","4","all","ms"
"mu.p",-2.168,-2.275,-2.056,1.039,-0.5,"1","-0.5","4","all","ms"
"sigma.p.sp",0.334,0.273,0.408,1.013,NA,"1","-0.5","4","all","ms"
"p.yr",-0.725,-0.818,-0.622,1.057,-0.5,"1","-0.5","4","all","ms"
"sigma.p.site",1.575,1.525,1.628,1.003,1.5,"1","-0.5","4","all","ms"
"per_chage_bci",43.4316349061902,36.1585078982688,49.5836587544609,NA,46.211715726001,"1","-0.5","4","all","ms"
"mu.psi",0.445,0.301,0.615,1.051,0,"1","0","4","all","ms"
"sigma.psi.sp",0.636,0.519,0.773,1.026,0.5,"1","0","4","all","ms"
"mu.psi.yr",1.38,1.214,1.53,1.021,1,"1","0","4","all","ms"
"sigma.psi.yr",0.296,0.165,0.438,1.093,0.2,"1","0","4","all","ms"
"mu.p",-2.245,-2.343,-2.166,1.011,-0.5,"1","0","4","all","ms"
"sigma.p.sp",0.353,0.291,0.413,0.997,NA,"1","0","4","all","ms"
"p.yr",-0.321,-0.432,-0.214,1.026,-0.5,"1","0","4","all","ms"
"sigma.p.site",1.552,1.505,1.602,1.014,1.5,"1","0","4","all","ms"
"per_chage_bci",41.3761941969495,34.7386912429657,48.0791546005527,NA,46.211715726001,"1","0","4","all","ms"
"mu.psi",0.453,0.335,0.583,1.231,0,"-0.5","-0.5","5","all","ms"
"sigma.psi.sp",0.624,0.524,0.764,1.028,0.5,"-0.5","-0.5","5","all","ms"
"mu.psi.yr",-0.471,-0.604,-0.333,1.071,-0.5,"-0.5","-0.5","5","all","ms"
"sigma.psi.yr",0.304,0.205,0.417,1.013,0.2,"-0.5","-0.5","5","all","ms"
"mu.p",-2.155,-2.245,-2.034,1.018,-0.5,"-0.5","-0.5","5","all","ms"
"sigma.p.sp",0.229,0.174,0.283,1.018,NA,"-0.5","-0.5","5","all","ms"
"p.yr",-0.921,-1.039,-0.815,1.036,-0.5,"-0.5","-0.5","5","all","ms"
"sigma.p.site",1.537,1.483,1.589,1,1.5,"-0.5","-0.5","5","all","ms"
"per_chage_bci",-18.9636426089594,-24.1764234323926,-13.1690138045931,NA,-24.4918662403709,"-0.5","-0.5","5","all","ms"
"mu.psi",0.629,0.486,0.806,1.373,0,"-0.5","0","5","all","ms"
"sigma.psi.sp",0.697,0.571,0.86,1.008,0.5,"-0.5","0","5","all","ms"
"mu.psi.yr",-0.567,-0.666,-0.46,1.02,-0.5,"-0.5","0","5","all","ms"
"sigma.psi.yr",0.217,0.13,0.33,1.073,0.2,"-0.5","0","5","all","ms"
"mu.p",-2.184,-2.296,-2.065,1.048,-0.5,"-0.5","0","5","all","ms"
"sigma.p.sp",0.319,0.259,0.402,1.01,NA,"-0.5","0","5","all","ms"
"p.yr",-0.329,-0.436,-0.23,1.034,-0.5,"-0.5","0","5","all","ms"
"sigma.p.site",1.517,1.464,1.57,1.003,1.5,"-0.5","0","5","all","ms"
"per_chage_bci",-20.9465108876251,-24.4696797499085,-17.3277118568238,NA,-24.4918662403709,"-0.5","0","5","all","ms"
"mu.psi",0.686,0.541,0.874,1.072,0,"-1","-0.5","5","all","ms"
"sigma.psi.sp",0.592,0.467,0.731,1.103,0.5,"-1","-0.5","5","all","ms"
"mu.psi.yr",-0.912,-1.025,-0.783,1.03,-1,"-1","-0.5","5","all","ms"
"sigma.psi.yr",0.146,0.054,0.245,1.006,0.2,"-1","-0.5","5","all","ms"
"mu.p",-2.212,-2.326,-2.104,1.041,-0.5,"-1","-0.5","5","all","ms"
"sigma.p.sp",0.335,0.268,0.41,0.997,NA,"-1","-0.5","5","all","ms"
"p.yr",-0.96,-1.091,-0.827,1.034,-0.5,"-1","-0.5","5","all","ms"
"sigma.p.site",1.486,1.433,1.546,1.019,1.5,"-1","-0.5","5","all","ms"
"per_chage_bci",-33.2645013851517,-37.5276495567531,-29.3198711384384,NA,-46.211715726001,"-1","-0.5","5","all","ms"
"mu.psi",0.503,0.368,0.67,1.467,0,"-1","0","5","all","ms"
"sigma.psi.sp",0.542,0.442,0.66,1.008,0.5,"-1","0","5","all","ms"
"mu.psi.yr",-1.055,-1.168,-0.941,1.037,-1,"-1","0","5","all","ms"
"sigma.psi.yr",0.2,0.131,0.278,1.036,0.2,"-1","0","5","all","ms"
"mu.p",-2.166,-2.298,-2.053,1.048,-0.5,"-1","0","5","all","ms"
"sigma.p.sp",0.313,0.257,0.378,1.005,NA,"-1","0","5","all","ms"
"p.yr",-0.457,-0.58,-0.34,1.008,-0.5,"-1","0","5","all","ms"
"sigma.p.site",1.543,1.49,1.592,1.008,1.5,"-1","0","5","all","ms"
"per_chage_bci",-41.3238850815531,-45.6311140901461,-37.038026024917,NA,-46.211715726001,"-1","0","5","all","ms"
"mu.psi",0.563,0.421,0.689,1.1,0,"0","-0.5","5","all","ms"
"sigma.psi.sp",0.522,0.416,0.636,1.027,0.5,"0","-0.5","5","all","ms"
"mu.psi.yr",0.242,0.081,0.415,1.018,0,"0","-0.5","5","all","ms"
"sigma.psi.yr",0.258,0.014,0.447,1.515,0.2,"0","-0.5","5","all","ms"
"mu.p",-2.299,-2.396,-2.209,1.095,-0.5,"0","-0.5","5","all","ms"
"sigma.p.sp",0.289,0.234,0.356,1.004,NA,"0","-0.5","5","all","ms"
"p.yr",-0.925,-1.027,-0.819,1.027,-0.5,"0","-0.5","5","all","ms"
"sigma.p.site",1.562,1.5,1.619,1.006,1.5,"0","-0.5","5","all","ms"
"per_chage_bci",8.37692502096226,2.89133287053255,14.1827068840386,NA,0,"0","-0.5","5","all","ms"
"mu.psi",0.513,0.377,0.641,1.387,0,"0","0","5","all","ms"
"sigma.psi.sp",0.587,0.488,0.717,1.016,0.5,"0","0","5","all","ms"
"mu.psi.yr",-0.029,-0.149,0.093,1.056,0,"0","0","5","all","ms"
"sigma.psi.yr",0.304,0.215,0.415,1.005,0.2,"0","0","5","all","ms"
"mu.p",-2.192,-2.344,-2.087,1.065,-0.5,"0","0","5","all","ms"
"sigma.p.sp",0.341,0.281,0.407,0.997,NA,"0","0","5","all","ms"
"p.yr",-0.307,-0.408,-0.176,1.008,-0.5,"0","0","5","all","ms"
"sigma.p.site",1.53,1.482,1.582,1.004,1.5,"0","0","5","all","ms"
"per_chage_bci",-1.06015123407408,-5.49071054717506,3.52286737203302,NA,0,"0","0","5","all","ms"
"mu.psi",0.527,0.359,0.736,1.08,0,"0.5","-0.5","5","all","ms"
"sigma.psi.sp",0.645,0.518,0.833,1.004,0.5,"0.5","-0.5","5","all","ms"
"mu.psi.yr",0.977,0.78,1.177,1.031,0.5,"0.5","-0.5","5","all","ms"
"sigma.psi.yr",0.463,0.32,0.64,1.018,0.2,"0.5","-0.5","5","all","ms"
"mu.p",-2.289,-2.414,-2.107,1.307,-0.5,"0.5","-0.5","5","all","ms"
"sigma.p.sp",0.407,0.339,0.484,1.003,NA,"0.5","-0.5","5","all","ms"
"p.yr",-0.813,-0.928,-0.689,1.146,-0.5,"0.5","-0.5","5","all","ms"
"sigma.p.site",1.575,1.521,1.635,1.001,1.5,"0.5","-0.5","5","all","ms"
"per_chage_bci",30.1945576486661,21.2128512146435,36.655161608148,NA,24.4918662403709,"0.5","-0.5","5","all","ms"
"mu.psi",0.409,0.286,0.513,1.292,0,"0.5","0","5","all","ms"
"sigma.psi.sp",0.545,0.434,0.678,1.073,0.5,"0.5","0","5","all","ms"
"mu.psi.yr",0.627,0.52,0.741,1.01,0.5,"0.5","0","5","all","ms"
"sigma.psi.yr",0.249,0.125,0.377,1.007,0.2,"0.5","0","5","all","ms"
"mu.p",-2.123,-2.229,-2.013,1.234,-0.5,"0.5","0","5","all","ms"
"sigma.p.sp",0.31,0.257,0.374,1.015,NA,"0.5","0","5","all","ms"
"p.yr",-0.374,-0.494,-0.278,1.069,-0.5,"0.5","0","5","all","ms"
"sigma.p.site",1.515,1.47,1.562,1.005,1.5,"0.5","0","5","all","ms"
"per_chage_bci",22.8221315660502,18.4996658362438,26.8740814075653,NA,24.4918662403709,"0.5","0","5","all","ms"
"mu.psi",0.435,0.335,0.544,1.042,0,"1","-0.5","5","all","ms"
"sigma.psi.sp",0.493,0.395,0.615,1.001,0.5,"1","-0.5","5","all","ms"
"mu.psi.yr",1.762,1.584,1.981,1.111,1,"1","-0.5","5","all","ms"
"sigma.psi.yr",0.409,0.197,0.646,1.135,0.2,"1","-0.5","5","all","ms"
"mu.p",-2.304,-2.403,-2.169,1.398,-0.5,"1","-0.5","5","all","ms"
"sigma.p.sp",0.33,0.274,0.408,1.04,NA,"1","-0.5","5","all","ms"
"p.yr",-0.785,-0.92,-0.661,1.314,-0.5,"1","-0.5","5","all","ms"
"sigma.p.site",1.644,1.587,1.701,1.004,1.5,"1","-0.5","5","all","ms"
"per_chage_bci",48.2359765448648,43.3831492423602,52.9362528075085,NA,46.211715726001,"1","-0.5","5","all","ms"
"mu.psi",0.497,0.332,0.65,1.206,0,"1","0","5","all","ms"
"sigma.psi.sp",0.592,0.461,0.743,1.021,0.5,"1","0","5","all","ms"
"mu.psi.yr",1.282,1.162,1.42,1.007,1,"1","0","5","all","ms"
"sigma.psi.yr",0.232,0.039,0.458,1.815,0.2,"1","0","5","all","ms"
"mu.p",-2.281,-2.398,-2.178,1.032,-0.5,"1","0","5","all","ms"
"sigma.p.sp",0.32,0.267,0.389,1.002,NA,"1","0","5","all","ms"
"p.yr",-0.248,-0.351,-0.145,1.002,-0.5,"1","0","5","all","ms"
"sigma.p.site",1.502,1.452,1.553,1.007,1.5,"1","0","5","all","ms"
"per_chage_bci",37.6362182210297,32.6311428073157,44.98750128323,NA,46.211715726001,"1","0","5","all","ms"
"mu.psi",0.634,0.427,0.814,2.071,0,"-0.5","-0.5","6","all","ms"
"sigma.psi.sp",0.715,0.592,0.876,1.037,0.5,"-0.5","-0.5","6","all","ms"
"mu.psi.yr",-0.529,-0.673,-0.386,1.043,-0.5,"-0.5","-0.5","6","all","ms"
"sigma.psi.yr",0.371,0.256,0.507,1.027,0.2,"-0.5","-0.5","6","all","ms"
"mu.p",-2.326,-2.468,-2.191,1.033,-0.5,"-0.5","-0.5","6","all","ms"
"sigma.p.sp",0.353,0.284,0.435,1.004,NA,"-0.5","-0.5","6","all","ms"
"p.yr",-0.863,-1,-0.745,1.048,-0.5,"-0.5","-0.5","6","all","ms"
"sigma.p.site",1.522,1.469,1.576,1.003,1.5,"-0.5","-0.5","6","all","ms"
"per_chage_bci",-19.4398836073506,-24.6357496151667,-14.118285134348,NA,-24.4918662403709,"-0.5","-0.5","6","all","ms"
"mu.psi",0.555,0.442,0.673,1.322,0,"-0.5","0","6","all","ms"
"sigma.psi.sp",0.55,0.45,0.662,1.014,0.5,"-0.5","0","6","all","ms"
"mu.psi.yr",-0.497,-0.645,-0.4,1.031,-0.5,"-0.5","0","6","all","ms"
"sigma.psi.yr",0.282,0.195,0.378,1.005,0.2,"-0.5","0","6","all","ms"
"mu.p",-2.05,-2.164,-1.954,1.148,-0.5,"-0.5","0","6","all","ms"
"sigma.p.sp",0.305,0.251,0.374,1.031,NA,"-0.5","0","6","all","ms"
"p.yr",-0.456,-0.578,-0.334,1.048,-0.5,"-0.5","0","6","all","ms"
"sigma.p.site",1.509,1.459,1.561,1.013,1.5,"-0.5","0","6","all","ms"
"per_chage_bci",-19.0156206533607,-24.0995588556382,-14.9068805107401,NA,-24.4918662403709,"-0.5","0","6","all","ms"
"mu.psi",0.653,0.509,0.825,1.484,0,"-1","-0.5","6","all","ms"
"sigma.psi.sp",0.481,0.38,0.598,1.023,0.5,"-1","-0.5","6","all","ms"
"mu.psi.yr",-0.97,-1.106,-0.815,1.024,-1,"-1","-0.5","6","all","ms"
"sigma.psi.yr",0.305,0.195,0.419,1.01,0.2,"-1","-0.5","6","all","ms"
"mu.p",-2.219,-2.337,-2.101,1.072,-0.5,"-1","-0.5","6","all","ms"
"sigma.p.sp",0.288,0.229,0.352,1.029,NA,"-1","-0.5","6","all","ms"
"p.yr",-1.021,-1.148,-0.896,1.013,-0.5,"-1","-0.5","6","all","ms"
"sigma.p.site",1.567,1.511,1.626,1.016,1.5,"-1","-0.5","6","all","ms"
"per_chage_bci",-35.8907648958583,-41.4133081147013,-30.8963288461831,NA,-46.211715726001,"-1","-0.5","6","all","ms"
"mu.psi",0.63,0.485,0.762,1.058,0,"-1","0","6","all","ms"
"sigma.psi.sp",0.637,0.53,0.767,1.005,0.5,"-1","0","6","all","ms"
"mu.psi.yr",-1.242,-1.349,-1.136,1.015,-1,"-1","0","6","all","ms"
"sigma.psi.yr",0.254,0.17,0.354,1.014,0.2,"-1","0","6","all","ms"
"mu.p",-2.111,-2.224,-2.009,1.293,-0.5,"-1","0","6","all","ms"
"sigma.p.sp",0.223,0.171,0.283,1.007,NA,"-1","0","6","all","ms"
"p.yr",-0.369,-0.493,-0.252,1.145,-0.5,"-1","0","6","all","ms"
"sigma.p.site",1.422,1.372,1.479,1.023,1.5,"-1","0","6","all","ms"
"per_chage_bci",-46.0763180261373,-49.4840878419257,-42.0646379455467,NA,-46.211715726001,"-1","0","6","all","ms"
"mu.psi",0.462,0.288,0.621,1.301,0,"0","-0.5","6","all","ms"
"sigma.psi.sp",0.649,0.534,0.8,1.007,0.5,"0","-0.5","6","all","ms"
"mu.psi.yr",0.218,0.095,0.351,1.034,0,"0","-0.5","6","all","ms"
"sigma.psi.yr",0.337,0.212,0.463,1.131,0.2,"0","-0.5","6","all","ms"
"mu.p",-2.156,-2.271,-2.054,1.064,-0.5,"0","-0.5","6","all","ms"
"sigma.p.sp",0.334,0.267,0.415,0.998,NA,"0","-0.5","6","all","ms"
"p.yr",-0.905,-1.005,-0.81,1.053,-0.5,"0","-0.5","6","all","ms"
"sigma.p.site",1.515,1.463,1.571,1.015,1.5,"0","-0.5","6","all","ms"
"per_chage_bci",8.15718460750395,3.71381385324332,13.1672629874368,NA,0,"0","-0.5","6","all","ms"
"mu.psi",0.538,0.37,0.702,1.562,0,"0","0","6","all","ms"
"sigma.psi.sp",0.626,0.513,0.789,1.006,0.5,"0","0","6","all","ms"
